pair_ID	sentence_A	sentence_B	entailment_label
Q2397	where is hickory located nc	Hickory is a city in Catawba County , with parts also in Burke County and Caldwell County .	ANSWER
Q2398	what is Polyester in packaging PET	Polyethylene terephthalate (sometimes written poly(ethylene terephthalate)), commonly abbreviated PET, PETE, or the obsolete PETP or PET-P, is a thermoplastic polymer resin of the polyester family and is used in synthetic fibers ; beverage, food and other liquid containers ; thermoforming applications; and engineering resins often in combination with glass fiber.	ANSWER
Q2399	what was the GE building in rockefeller plaza called before.	Known as the RCA Building until 1988, it is most famous for housing the headquarters of the television network NBC .	ANSWER
Q2400	who are the two senators of louisiana	Its current senators are Democrat Mary Landrieu and Republican David Vitter .	ANSWER
Q2403	who is director jack smight	Jack Smight (March 9, 1925 - September 1, 2003) was an American theatre and film director .	ANSWER
Q2404	what is dmitri mendeleev 4	Dmitri Ivanovich Mendeleev (; 8 February 1834 – 2 February 1907 O.S. 27 January 1834 – 20 January 1907) was a Russian chemist and inventor.	ANSWER
Q2404	what is dmitri mendeleev 4	He formulated the Periodic Law, created his own version of the periodic table of elements , and used it to correct the properties of some already discovered elements and also to predict the properties of elements yet to be discovered!	ANSWER
Q2405	where is modesto california	"Modesto ( Spanish for ""modest""), officially the City of Modesto, is the county seat and largest city of Stanislaus County , California , United States ."	ANSWER
Q2407	what is the female symbol called	The two standard gender symbols denoting male ♂ and female ♀ are derived from astrological symbols , denoting the classical planets Mars and Venus , respectively.	ANSWER
Q2408	who is st patty?	It is named after Saint Patrick ( AD 385–461), the most commonly recognised of the patron saints of Ireland .	ANSWER
Q2409	what is leasehold; real estate	A leasehold estate is an ownership of a temporary right to hold land or property in which a lessee or a tenant holds rights of real property by some form of title from a lessor or landlord .	ANSWER
Q2425	when was Mary Anderson born	Mary Anderson (1866–1953) was a real estate developer, rancher, viticulturist and inventor of the windshield wiper blade.	ANSWER
Q2426	WHO WAS IN THE MOVIE I CONFESS WITH MONTGOMERY CLIFT	I Confess is a 1953 drama film directed by Alfred Hitchcock , and starring Montgomery Clift as Fr. Michael William Logan, a Catholic priest , Anne Baxter as Ruth Grandfort, and Karl Malden as Inspector Larrue.	ANSWER
Q2427	WHAT IS THE LENGTH OF A NAUTICAL MILE	By international agreement it has been set at 1,852 metres exactly (about 6,076 feet).	ANSWER
Q2430	what is black hairy tongue disease	Black hairy tongue (BHT, also termed lingua villosa nigra) refers to a condition of the tongue where the filiform papillae elongate with black or brown discoloration, giving a black and hairy appearance.	ANSWER
Q2431	what is firewire used for	The IEEE 1394 interface is a serial bus interface standard for high-speed communications and isochronous real-time data transfer.	ANSWER
Q2432	when was srv born	"Stephen ""Stevie"" Ray Vaughan (October 3, 1954 – August 27, 1990) was an American guitarist, singer-songwriter, and record producer."	ANSWER
Q2433	what is stent surgery	In the technical vocabulary of medicine , a stent is a mesh 'tube' inserted into a natural passage/conduit in the body to prevent or counteract a disease-induced, localized flow constriction.	ANSWER
Q2434	what is ethernet gigabit	In computer networking , gigabit Ethernet (GbE or 1 GigE) is a term describing various technologies for transmitting Ethernet frames at a rate of a gigabit per second (1,000,000,000 bits per second), as defined by the IEEE 802.3-2008 standard.	ANSWER
Q2438	where is the tibia location	The tibia (), shinbone or shankbone, is the larger and stronger of the two bones in the leg below the knee in vertebrates (the other being the fibula ), and connects the knee with the ankle bones .	ANSWER
Q2439	what is tofu made of	Tofu, also called bean curd, is a food made by coagulating soy juice and then pressing the resulting curds into soft white blocks.	ANSWER
Q2440	Where is Bubbles the Chimp now	When the trainer shut down his operation in 2004, Bubbles was moved to the Center for Great Apes , a sanctuary in Wauchula, Florida , where he has lived since 2005.	ANSWER
Q2441	what is muse's lead singer's name	The band consists of school friends Matthew Bellamy (lead vocals, lead guitar, piano, keyboards, keytar ), Christopher Wolstenholme (bass, vocals, keyboards, rhythm guitar, harmonica) and Dominic Howard (drums, percussion, synthesisers, sampling).	ANSWER
Q2442	where is bloemfontein in africa	"Bloemfontein (, ; Dutch for ""fountain of flowers"") is the capital city of the Free State Province of South Africa ; and, as the judicial capital of the nation, one of South Africa's three national capitals – the other two being Cape Town , the legislative capital, and Pretoria , the administrative capital."	ANSWER
Q2447	What is the prostate for?	"The prostate (from Greek προστάτης – prostates, literally ""one who stands before"", ""protector"", ""guardian"") is a compound tubuloalveolar exocrine gland of the male reproductive system in most mammals ."	ANSWER
Q2450	what is in the preamble of the constitution	The Preamble to the United States Constitution is a brief introductory statement of the Constitution's fundamental purposes and guiding principles.	ANSWER
Q2451	when was the internet started	The history of the Internet began with the development of electronic computers in the 1950s.	ANSWER
Q2455	where is rolling rock brewed	The brand was sold to Anheuser-Busch of St. Louis, Missouri , in mid 2006, which transferred brewing operations to New Jersey.	ANSWER
Q2456	when was Pope Benedict XVI elected?	Benedict was elected on 19 April 2005 in a papal conclave , celebrated his Papal Inauguration Mass on 24 April 2005, and took possession of his cathedral, the Archbasilica of St. John Lateran , on 7 May 2005.	ANSWER
Q2458	Who was John Adam's children	Adams was the father of John Quincy Adams , the sixth President of the United States.	ANSWER
Q2459	who was on the 10 dollar bill	The first U.S. Secretary of the Treasury (1789–95), Alexander Hamilton , is currently featured on the obverse of the bill, while the U.S. Treasury Building is featured on the reverse .	ANSWER
Q2460	what is water jet propulsion	Unlike a powerboat or motorboat that uses a propeller in the water below or behind the boat, a jetboat draws the water from under the boat into a pump inside the boat, then expels it through a nozzle at the stern .	ANSWER
Q2462	where is the sermon on the mount in the bible	The Sermon on the Mount ( anglicized from the Matthean Vulgate Latin section title: Sermo in monte) is a collection of sayings and teachings of Jesus , which emphasizes his moral teaching found in the Gospel of Matthew (chapters 5 , 6 and 7 ).	ANSWER
Q2463	who is E from entourage	"Eric ""E."""	ANSWER
Q2468	what is article 5 about	Article Five of the United States Constitution describes the process whereby the Constitution may be altered.	ANSWER
Q2471	what is the political tea party	The Tea Party movement is an American political movement that advocates strict adherence to the United States Constitution , reducing U.S. government spending and taxes , and reduction of the U.S. national debt and federal budget deficit .	ANSWER
Q2472	what is puerto rico currency	The peso and dollar have been followed by other contemporary issues, including commemorative banknotes, private currency, and a quarter coin designed with Fort San Felipe del Morro in the face.	ANSWER
Q2474	What is the function of albumin?	Albumin transports hormones, fatty acids, and other compounds, buffers pH, and maintains osmotic pressure , among other functions.	ANSWER
Q2476	who is ezekiel in the bible	The Book of Ezekiel is the third of the Latter Prophets in the Hebrew Bible , following the books of Isaiah and Jeremiah and preceding the Book of the Twelve .	ANSWER
Q2483	where are the ten commandments in the bible	The Ten Commandments appear twice in the Hebrew Bible , in the books of Exodus and Deuteronomy .	ANSWER
Q2486	what is endodontic dentistry	"Endodontics (from the Greek endo ""inside""; and odons ""tooth"") is one of the dental specialties recognized by the American Dental Association , Royal College of Dentists of Canada , and Royal Australasian College of Dental Surgeons , and deals with the tooth pulp and the tissues surrounding the root of a tooth ."	ANSWER
Q2491	who is the junior senator of nc	Janet Kay Ruthven Hagan (; born May 26, 1953) is the junior United States Senator from North Carolina , in office since January 2009.	ANSWER
Q2492	who is heisman trophy named after	It was created in 1935 as the Downtown Athletic Club trophy and renamed in 1936 following the death of the Club's athletic director, John Heisman (former Brown University and University of Pennsylvania player; head football coach at Oberlin College , Auburn University , Clemson University , Rice University , and the University of Pennsylvania; and football, basketball, and baseball head coach and athletic director at Georgia Tech ).	ANSWER
